episode:,reward,epsilon
72,93.85931518714222,0.791494848
73,91.94587430919401,0.790150038
74,94.30562415208709,0.788809672
75,498.40105313712377,0.78747375
76,33.711571680347745,0.786142272
77,-0.1317814221563225,0.784815238
78,481.7765807537694,0.783492648
79,499.5269130339611,0.782174502
80,461.54653965248,0.7808608
81,496.81492169314214,0.779551542
82,74.27418473650766,0.778246728
83,495.4974085080156,0.776946358
84,88.60117181480902,0.775650432
85,496.35372540806435,0.77435895
86,493.98545140569775,0.773071912
87,482.68468279460495,0.771789318
88,498.9919215743214,0.7705111680000001
89,-82.59112200751306,0.769237462
90,498.7425332891863,0.7679682
91,58.72683580716812,0.766703382
92,490.9693562537526,0.7654430080000001
93,484.82610455008876,0.764187078
94,84.78056799296203,0.762935592
95,394.45509428795197,0.76168855
96,487.00645255076785,0.760445952
97,76.9666982538491,0.759207798
98,464.2073647745598,0.757974088
99,488.98970517156295,0.756744822
100,499.4331980709152,0.75552
101,499.9552448027576,0.754299622
102,499.9999937597033,0.753083688
103,496.66382801630436,0.751872198
104,478.02374076672993,0.7506651520000001
105,494.98569965489423,0.7494625500000001
106,459.5169821869424,0.7482643920000001
107,484.55670974274034,0.747070678
108,499.52613342215506,0.745881408
109,494.7405917116989,0.744696582
110,493.0051625465634,0.7435162
111,-134.22359658079,0.742340262
112,-21.28716470519184,0.741168768
113,499.95875853147174,0.740001718
114,491.7507571259841,0.738839112
115,499.7953410014265,0.73768095
116,492.4104810050438,0.736527232
117,495.64783917297285,0.7353779579999999
118,49.778345298592384,0.7342331280000001
119,477.5685495525056,0.733092742
120,491.0826996468664,0.7319568000000001
121,499.6034343070929,0.730825302
122,493.7941802109193,0.729698248
123,495.9667546517635,0.728575638
124,495.353963078306,0.727457472
125,498.54617956630346,0.7263437500000001
126,490.7426597212446,0.725234472
127,494.2188781864164,0.724129638
128,-94.29243267350017,0.723029248
129,407.9509833461036,0.721933302
130,470.9977234946094,0.7208418
131,493.8649838227517,0.719754742
132,454.38505844397986,0.718672128
133,491.159208468802,0.717593958
134,499.9997918777166,0.716520232
135,488.6105559812106,0.71545095
136,492.6183287061254,0.714386112
137,499.6785402724152,0.713325718
138,477.75145834685725,0.7122697680000001
139,496.87001152620695,0.711218262
140,497.9202858785924,0.7101712
141,98.8204526361932,0.709128582
142,474.4262087479989,0.708090408
143,478.185232200034,0.707056678
144,499.7646852143413,0.706027392
145,497.2745612784919,0.70500255
146,436.9874578936669,0.703982152
147,287.6366366073978,0.702966198
148,481.1571809730611,0.701954688
149,498.7436013887116,0.7009476219999999
150,499.9999713718919,0.699945
151,499.1364644719073,0.698946822
152,497.7013328279656,0.697953088
153,499.98887444575803,0.696963798
154,473.18022253972913,0.695978952
155,499.2231726004224,0.69499855
156,499.7420275619922,0.694022592
157,494.20135422916076,0.693051078
158,492.4119711492968,0.692084008
159,377.61515739249273,0.691121382
160,484.37190622477885,0.6901632
161,499.8783354381909,0.689209462
162,489.31030430652146,0.688260168
163,96.45172066947404,0.687315318
164,499.90843682671976,0.686374912
165,474.46314164436643,0.68543895
166,481.33111733922124,0.684507432
167,-134.89492288603407,0.683580358
168,492.8553983683269,0.682657728
169,491.3673466092284,0.6817395420000001
170,490.1271745323206,0.6808258
171,468.9677810554708,0.679916502
172,-162.82422752796234,0.679011648
173,-11.533803767848099,0.6781112380000001
174,499.99226705838606,0.677215272
175,477.0034533480273,0.67632375
176,499.9722876302496,0.675436672
177,498.78603502022816,0.674554038
178,496.4917228352822,0.673675848
179,479.4905734114323,0.672802102
180,499.9998852157516,0.6719328
181,486.4773742959589,0.671067942
182,493.69263058997484,0.670207528
183,495.4573193363473,0.669351558
184,437.5626175042165,0.6685000320000001
185,480.8976018276315,0.66765295
186,-159.05890591523357,0.666810312
187,497.3130318268577,0.665972118
188,498.25421138301033,0.665138368
189,498.7677764377246,0.6643090620000001
190,496.61320335547003,0.6634842000000001
191,497.0122961648566,0.662663782
192,496.16436303698276,0.661847808
193,-95.4277956753306,0.6610362780000001
194,486.9209917915066,0.6602291920000001
195,494.76624058653,0.6594265500000001
196,499.9804051060245,0.658628352
197,499.4610767369163,0.657834598
198,498.6928001045361,0.657045288
199,498.4979330564829,0.656260422
200,499.8229047156039,0.6554800000000001
201,472.6515497466058,0.654704022
202,-48.02778121554529,0.6539324879999999
203,499.55413069100985,0.6531653980000001
204,-106.90142628996568,0.652402752
205,498.8838348420706,0.65164455
206,-130.53463859574532,0.650890792
207,436.29624019134053,0.650141478
208,499.5952871886307,0.649396608
209,493.2340774727673,0.6486561820000001
210,488.92263559751643,0.6479202000000001
211,498.67721457692033,0.647188662
212,453.34365096322364,0.6464615680000001
213,-150.36959935110377,0.6457389179999999
214,499.9983284688955,0.645020712
215,486.02396519176335,0.64430695
216,499.4943221846731,0.6435976320000001
217,499.9944712642208,0.642892758
218,499.46514583593114,0.642192328
219,430.1939596196213,0.6414963419999999
220,-50.33286244907495,0.6408048
221,497.4112898385462,0.640117702
222,376.75516334926397,0.639435048
223,499.7087916038572,0.6387568379999999
224,499.99984240901176,0.638083072
225,489.6565568736583,0.63741375
226,479.2063327926126,0.6367488720000001
227,489.7090807843213,0.636088438
228,485.07846068907696,0.635432448
229,499.90283950157936,0.634780902
230,447.4869281424788,0.6341338
231,466.2401888588185,0.633491142
232,493.88906423949004,0.6328529279999999
233,464.56046133311975,0.6322191580000001
234,495.6846912831489,0.631589832
235,499.50414750214446,0.6309649500000001
236,496.9545480355114,0.630344512
237,454.32820926371073,0.6297285180000001
238,498.9713150445772,0.6291169679999999
239,478.1924437361523,0.628509862
240,458.287455692271,0.6279072
241,497.72961894638365,0.627308982
242,446.0154273396538,0.626715208
243,496.32088236498413,0.626125878
244,491.0956892625823,0.625540992
245,412.6281998118701,0.62496055
246,498.6352277134841,0.624384552
247,482.8776957715647,0.623812998
248,496.4601319517838,0.623245888
249,489.0346304798895,0.622683222
250,498.5073887745088,0.622125
251,496.6801928255617,0.621571222
252,446.54195568969067,0.621021888
253,499.9354433816853,0.620476998
254,499.98878148954674,0.619936552
255,498.96714787125813,0.6194005499999999
256,427.5789627770548,0.618868992
257,492.3298716226978,0.6183418780000001
258,486.0377813830425,0.617819208
259,464.9574751425372,0.617300982
260,491.51239831979717,0.6167872
261,498.17883038250903,0.616277862
262,499.066846098877,0.615772968
263,485.9989109127124,0.615272518
264,488.68239263013015,0.6147765119999999
265,487.4491948654564,0.61428495
266,499.9378729547012,0.6137978319999999
267,497.1132939118612,0.613315158
268,498.86176140066647,0.612836928
269,490.10899069899267,0.612363142
270,486.5989217771928,0.6118938
271,498.15642407433063,0.611428902
272,489.4153275562672,0.6109684479999999
273,486.86110972812645,0.610512438
274,368.86425287752786,0.610060872
275,478.1592813763036,0.6096137500000001
276,499.69301432268315,0.6091710720000001
277,497.60616636623064,0.608732838
278,497.88457386697485,0.608299048
279,426.3981801810827,0.607869702
280,492.15138487928914,0.6074448
281,487.7938068135171,0.607024342
282,410.95048623919763,0.606608328
283,463.66064484584285,0.606196758
284,22.423749315113014,0.605789632
285,499.32985529997734,0.60538695
286,499.99944746946653,0.604988712
287,496.15200441190933,0.604594918
288,377.1585868899257,0.604205568
289,496.2674051630127,0.6038206620000001
290,498.8525505112814,0.6034402
291,499.96000607860384,0.603064182
292,499.5000123269148,0.602692608
293,499.9830311363133,0.602325478
294,487.1163375631634,0.601962792
295,499.99684230120135,0.60160455
296,498.89524248156243,0.601250752
297,461.08128394975756,0.600901398
298,499.726585437341,0.600556488
299,497.16351546143363,0.600216022
300,499.97042642834367,0.5998800000000001
301,-92.08703081259905,0.7483154219999999
302,495.9513495795418,0.7466552879999999
303,492.3783056990883,0.7449995979999999
304,496.37772061596405,0.7433483519999999
305,-16.723874243760108,0.7417015499999999
306,-66.79300850363224,0.7400591919999999
307,472.21070644135756,0.7384212779999999
308,457.4271879695383,0.7367878079999999
309,495.20679793246063,0.735158782
310,496.365225511734,0.7335341999999999
311,496.78742187980134,0.731914062
312,498.0994976047156,0.7302983679999999
313,481.69952483105135,0.7286871179999999
314,35.03853819555829,0.7270803119999999
315,499.5649980492711,0.7254779499999999
316,483.1480301317384,0.7238800319999998
317,499.93854724140783,0.7222865579999999
318,499.03165270591643,0.7206975279999999
319,496.78724029753744,0.7191129419999999
320,446.21211011980955,0.7175328
321,-127.36236195386314,0.715957102
322,495.9765776862266,0.714385848
323,10.623496775151807,0.712819038
324,496.4523074900302,0.711256672
325,497.92486525121416,0.70969875
326,498.069369610595,0.708145272
327,499.93647668145434,0.7065962379999999
328,495.4480531711716,0.705051648
329,494.13976472305797,0.703511502
330,484.31414134381265,0.7019758
331,499.1526333547366,0.700444542
332,491.95761003350714,0.698917728
333,-139.98034828384323,0.697395358
334,484.63869086080473,0.695877432
335,499.9988426352748,0.6943639499999998
336,494.4431257182625,0.6928549119999999
337,472.01578848987026,0.6913503179999998
338,465.7615150488209,0.689850168
339,485.17887857359494,0.6883544619999998
340,472.17842282883026,0.6868631999999999
341,497.51255350742906,0.6853763819999998
342,499.999649830065,0.683894008
343,499.22595511955984,0.682416078
344,-45.60505225570667,0.680942592
345,495.3164312889729,0.67947355
346,440.33758923969873,0.6780089519999999
347,499.057788308995,0.676548798
348,487.35441997589373,0.6750930879999999
349,499.6577503198715,0.673641822
350,494.15134304679094,0.6721949999999999
351,498.25637046939653,0.670752622
352,-100.82539413851228,0.6693146879999999
353,-27.503682138971925,0.667881198
354,440.85487817341004,0.666452152
355,498.7667020215269,0.66502755
356,454.8921455907787,0.6636073919999999
357,499.74688913175027,0.662191678
358,468.3272585352405,0.6607804079999999
359,499.27919090792,0.659373582
360,495.0938275497504,0.6579711999999999
361,499.7500617228276,0.656573262
362,484.31865463472525,0.6551797679999999
363,494.0301058061952,0.653790718
364,-98.90291654162156,0.6524061119999999
365,499.8121676902939,0.65102595
366,-89.73363124454633,0.6496502319999999
367,498.204753789238,0.6482789579999999
368,447.1025924043381,0.6469121279999999
369,499.251808949811,0.645549742
370,497.61867274273607,0.6441917999999999
371,489.36198196211495,0.6428383019999999
372,497.81301741339274,0.6414892479999998
373,497.4003208675014,0.640144638
374,386.3039846936994,0.6388044719999999
375,472.39561562199634,0.63746875
376,498.33888350797884,0.6361374719999999
377,474.17312569522824,0.634810638
378,499.9872789897363,0.6334882479999999
379,499.973631422555,0.632170302
380,499.75502928630203,0.6308567999999999
381,478.51287975714075,0.629547742
382,475.9128328474311,0.6282431279999998
383,458.2033615513453,0.6269429579999999
384,461.81001281608116,0.6256472319999998
385,495.73523837891406,0.62435595
386,483.41944879114175,0.623069112
387,419.39769494078934,0.621786718
388,474.4533760656044,0.6205087680000001
389,499.3853130178492,0.6192352619999999
390,494.41716027218456,0.6179662
391,448.6153346328507,0.6167015819999999
392,470.9202979819199,0.615441408
393,-37.607103137367574,0.6141856779999999
394,493.95165832551675,0.6129343920000001
395,495.66448460343946,0.6116875499999999
396,491.04576765911924,0.610445152
397,497.8965826670875,0.6092071979999999
398,451.752235086153,0.607973688
399,482.46154350286537,0.6067446219999999
400,493.0321441334537,0.6055200000000001
401,376.7986480041877,0.6042998219999999
402,475.5567991579287,0.603084088
403,429.58046352706344,0.6018727979999998
404,497.98480943741333,0.600665952
405,499.66178343756013,0.5994635499999998
406,-113.82768443703537,0.598265592
407,497.23660176184376,0.5970720779999998
408,387.92322200529486,0.5958830079999999
409,457.3935133459513,0.5946983819999998
410,499.96178914251834,0.5935182
411,489.123081960212,0.5923424619999998
412,492.38305588043954,0.591171168
413,493.7952461329419,0.5900043179999999
414,-156.14045185702452,0.5888419119999999
415,499.33496106428305,0.5876839499999998
416,491.81112351994835,0.586530432
417,498.819365938048,0.5853813579999998
418,498.1329714488524,0.584236728
419,416.0908359609063,0.5830965419999998
420,-61.58512001284869,0.5819608
421,493.6524722365162,0.5808295019999998
422,494.53192697378813,0.5797026479999999
423,425.6812695206969,0.5785802379999998
424,495.49065796539355,0.577462272
425,497.11643436441125,0.5763487499999999
426,436.3533557645707,0.5752396719999999
427,344.1952531059576,0.5741350380000001
428,419.0299607547746,0.5730348479999999
429,-143.59097610474072,0.571939102
430,494.4794693249627,0.5708477999999999
431,492.70581161846104,0.569760942
432,499.99474641381283,0.568678528
433,499.37476705938155,0.5676005580000001
434,497.12518467983915,0.566527032
435,491.98642969961827,0.5654579500000001
436,494.35936364171357,0.564393312
437,-153.74711558137798,0.5633331180000001
438,499.1229680086765,0.5622773679999999
439,499.24713639647047,0.561226062
440,498.3506510335993,0.5601791999999999
441,495.14212886100967,0.5591367819999999
442,499.9950196702948,0.5580988079999999
443,491.9646137275648,0.557065278
444,499.99982157809404,0.5560361919999999
445,499.7930112316772,0.55501155
446,499.95595331014727,0.5539913519999999
447,481.85852205417797,0.552975598
448,499.2134446016448,0.5519642879999999
449,464.3472017261882,0.550957422
450,499.403950178635,0.5499549999999999
451,498.5890002420957,0.548957022
452,498.98039759643865,0.5479634879999999
453,494.46851989072013,0.5469743979999999
454,498.56679280438544,0.5459897519999999
455,386.696815485664,0.54500955
456,499.6725112117333,0.5440337919999998
457,466.2367452835829,0.543062478
458,451.95063424117484,0.5420956079999999
459,499.97602522205386,0.541133182
460,499.95019123961464,0.5401751999999999
461,451.1378304922273,0.539221662
462,476.54600190935935,0.5382725679999998
463,499.9998516434788,0.5373279179999999
464,495.35160881034227,0.5363877119999998
465,495.6574971298971,0.5354519499999999
466,497.6827116747564,0.5345206319999998
467,480.5943569668149,0.533593758
468,-159.67998888876917,0.5326713279999998
469,494.4654522689063,0.531753342
470,499.86261686094826,0.5308398000000001
471,492.12982664831276,0.5299307019999999
472,492.8047865227354,0.529026048
473,489.51662821678997,0.528125838
474,494.7831358586781,0.527230072
475,497.9111835079471,0.52633875
476,452.7891252539124,0.525451872
477,472.12026011192336,0.5245694379999999
478,499.447535895743,0.523691448
479,490.61281847788774,0.5228179019999999
480,497.4650589298512,0.5219488
481,496.3416497689563,0.5210841419999999
482,481.36193334058305,0.5202239280000001
483,357.6428073837226,0.5193681579999999
484,467.5875688134037,0.518516832
485,479.8466759539821,0.5176699499999999
486,491.21387766634086,0.516827512
487,493.51391155900035,0.5159895179999999
488,495.07526728473096,0.515155968
489,499.4293491859395,0.5143268619999999
490,499.99904478579947,0.5135022
491,492.9802345316907,0.5126819819999999
492,495.2450773460953,0.511866208
493,482.6645550499326,0.5110548779999999
494,499.5702276748694,0.510247992
495,495.1957850882183,0.5094455499999999
496,456.61059903637033,0.508647552
497,499.9931355310626,0.5078539979999999
498,492.9457217442892,0.5070648879999999
499,443.46569218515043,0.5062802219999999
500,490.5627766145064,0.5055
501,488.03352393574914,0.5047242219999999
502,493.9656095990515,0.5039528879999999
503,499.50851594370073,0.5031859979999999
504,497.8733369990831,0.502423552
505,499.99896816851,0.5016655499999999
506,499.976911695669,0.5009119919999999
507,497.8152699183519,0.5001628779999998
508,491.85716252585837,0.4994182079999999
509,499.7326967343994,0.4986779819999998
510,499.7942663125972,0.4979422
511,498.53191486681715,0.49721086199999986
512,436.3488645155092,0.49648396799999994
513,496.98334970111887,0.495761518
514,490.2330314782546,0.49504351199999996
515,-88.13260934339311,0.49432995
516,439.28202959825387,0.49362083199999995
517,475.8125350825077,0.492916158
518,499.98543766546334,0.4922159279999999
519,497.796327544235,0.49152014200000005
520,496.1336140013519,0.49082879999999995
521,498.1608848690716,0.4901419020000001
522,-130.68449582605263,0.48945944799999996
523,-127.5549198637449,0.48878143800000007
524,488.1860804632145,0.48810787199999994
525,487.31225900094705,0.48743875000000003
526,499.78079691166187,0.4867740719999999
527,471.6428418287981,0.48611383799999996
528,494.356097395762,0.4854580479999999
529,499.9938953745826,0.484806702
530,499.8855077637487,0.4841597999999999
531,496.22632021134245,0.48351734199999996
532,-105.11342641461665,0.4828793279999999
533,498.9061543792904,0.482245758
534,491.3637755660088,0.48161663199999993
535,499.10426668485553,0.48099194999999995
536,497.02867899325236,0.48037171199999984
537,480.1965679484353,0.47975591799999995
538,499.57524595451116,0.4791445679999998
539,478.3807035625509,0.47853766200000003
540,451.73537451278276,0.4779351999999999
541,498.62119561343616,0.47733718199999997
542,491.81288991226603,0.4767436079999998
543,-115.38826153304541,0.476154478
544,495.97138588720895,0.4755697919999998
545,337.0419831509747,0.47498955
546,478.4500192806441,0.4744137519999998
547,496.08777447325394,0.47384239799999994
548,-42.796611097697735,0.47327548799999986
549,369.43041838816066,0.472713022
550,492.53725437406,0.4721549999999999
551,497.0550682831079,0.471601422
552,499.8838500206161,0.4710522879999999
553,441.57700073705615,0.47050759799999997
554,493.3073772070328,0.46996735199999984
555,499.78815274689737,0.4694315499999999
556,498.7118869951207,0.4689001920000001
557,499.96473029900176,0.46837327799999995
558,475.76216575240693,0.467850808
559,490.696026764707,0.46733278199999995
560,411.61212576215826,0.4668192
561,492.0735641419771,0.4663100619999999
562,483.2570287504967,0.46580536800000005
563,499.077132841067,0.46530511799999996
564,499.997574116695,0.464809312
565,499.9906266521738,0.46431794999999987
566,496.8144317565512,0.463831032
567,499.97523897780394,0.46334855799999997
568,496.29049790247706,0.46287052800000006
569,488.72898017201857,0.4623969419999999
570,499.3374885205422,0.4619278
571,499.8164070641194,0.46146310199999985
572,489.72423173369435,0.461002848
573,498.7149052243309,0.46054703799999985
574,499.99546947579347,0.460095672
575,496.3040093847621,0.45964874999999994
576,491.4175784519714,0.45920627199999997
577,499.49795906995126,0.4587682379999999
578,463.4937720010302,0.458334648
579,489.8092715364473,0.4579055019999999
580,415.51952180196463,0.4574808
581,496.38857333447385,0.4570605419999999
582,499.9472040965457,0.456644728
583,496.48244135336296,0.45623335799999987
584,496.169507066798,0.45582643199999995
585,486.66137575735365,0.4554239499999999
586,490.9191378915549,0.455025912
587,498.3153533726352,0.4546323179999998
588,496.6165133253934,0.454243168
589,482.22119419196696,0.4538584619999999
590,498.7470924602203,0.45347819999999994
591,460.95022845882295,0.45310238199999986
592,492.33602101520836,0.452731008
593,499.6844774926278,0.4523640779999999
594,475.83051741716326,0.452001592
595,481.1705553265592,0.4516435499999999
596,480.72079767156185,0.451289952
597,498.04954467154414,0.45094079799999987
598,497.81478682397756,0.45059608799999995
599,463.96765916003534,0.450255822
600,498.8644938188336,0.4499199999999999
601,498.80171524099757,0.5984556219999999
602,492.2693113492075,0.5967956879999998
603,499.7058830038817,0.5951401980000002
604,493.8877813295472,0.5934891519999996
605,495.4300386983117,0.5918425499999997
606,499.99755648580646,0.5902003919999999
607,497.93686303472185,0.588562678
608,464.47217524684703,0.586929408
609,495.78593516763993,0.5853005820000001
610,494.7943909846632,0.5836761999999998
611,485.65666922343263,0.5820562619999998
612,-5.788101841500165,0.5804407679999999
613,488.32715356018275,0.5788297179999999
614,495.09722100490114,0.577223112
615,498.5387151935136,0.5756209499999998
616,487.98143671942205,0.5740232319999996
617,499.41901840889324,0.5724299579999998
618,499.9685375017429,0.5708411280000001
619,470.6675006654977,0.5692567419999999
620,499.9450281455173,0.5676768000000001
621,492.9428764563746,0.5661013019999999
622,497.2756688208487,0.5645302479999998
623,460.7113715359702,0.5629636379999998
624,489.23951678131857,0.561401472
625,499.5556525787341,0.5598437500000002
626,497.88499330541845,0.5582904720000001
627,496.3716623331678,0.5567416379999997
628,399.38595774200076,0.5551972479999998
629,499.6343753085709,0.553657302
630,496.79173301597757,0.5521218000000001
631,-102.91851847823621,0.5505907420000002
632,498.59637296664306,0.5490641279999997
633,-103.69054895570953,0.5475419579999998
634,-115.15125738487637,0.5460242319999997
635,498.7259066706317,0.5445109499999998
636,430.6355579776649,0.5430021119999999
637,477.17639931708845,0.541497718
638,499.9845155359137,0.5399977679999997
639,490.21785867737395,0.5385022619999997
640,499.4575713165439,0.5370111999999998
641,454.77259125655877,0.5355245819999999
642,499.61057221609667,0.5340424079999999
643,495.9291268558843,0.5325646779999997
644,499.90994900106307,0.5310913919999998
645,498.0868217227004,0.52962255
646,420.6594097421867,0.528158152
647,487.57338230127044,0.5266981980000001
648,467.3365194352413,0.5252426880000001
649,-151.1706319775168,0.5237916219999996
650,488.27615065122103,0.5223449999999998
651,474.62094584087134,0.520902822
652,499.156702553001,0.519465088
653,-132.9804746397793,0.518031798
654,499.92166275719325,0.5166029519999997
655,499.38044521986444,0.5151785499999999
656,477.0147069631767,0.5137585919999998
657,498.7328279876325,0.5123430779999998
658,376.9701312181113,0.5109320080000002
659,465.77310745864537,0.5095253820000001
660,370.9700123737624,0.5081231999999998
661,499.9980595640486,0.5067254619999999
662,491.93529456368105,0.5053321679999998
663,431.04359816136827,0.5039433179999999
664,499.64475668604325,0.502558912
665,499.99760697917327,0.5011789500000001
666,499.56110750029916,0.49980343199999977
667,499.99965000857935,0.49843235799999985
668,492.3087577738704,0.49706572799999993
669,491.0043584604756,0.495703542
670,493.4097710506016,0.49434580000000006
671,499.94552855045396,0.49299250199999967
672,499.99951043863905,0.4916436479999997
673,499.9874672034184,0.49029923799999997
674,489.993401059133,0.488959272
675,483.0771065984188,0.48762375
676,477.3541139791071,0.48629267200000004
677,499.0340237975107,0.4849660379999998
678,499.94912922352916,0.4836438479999998
679,408.9643782575282,0.4823261019999998
680,412.61230567928584,0.4810128
681,491.02772745019723,0.479703942
682,15.996044753409336,0.47839952799999974
683,460.8505583095515,0.4770995579999997
684,499.9974646474519,0.4758040319999999
685,434.7477451563365,0.47451295000000004
686,499.963948387061,0.473226312
687,453.736461231504,0.47194411800000013
688,-117.61946569289343,0.47066636799999984
689,497.84765619447336,0.46939306199999975
690,492.8756892867951,0.4681241999999999
691,497.71869590108264,0.466859782
692,498.4104953321197,0.4655998080000001
693,497.98473887598146,0.4643442779999998
694,497.2735152872441,0.4630931919999999
695,493.6959243965841,0.46184654999999997
696,433.70858396860194,0.46060435200000005
697,482.389684533679,0.4593665980000001
698,497.26799978725245,0.4581332880000002
699,485.47629323016673,0.4569044219999998
700,499.72274255899123,0.45567999999999986
701,495.3323184060297,0.4544600219999999
702,493.3099783686048,0.45324448799999995
703,499.85029022134853,0.452033398
704,498.32916080388287,0.4508267520000002
705,497.56855125378956,0.4496245499999998
706,476.076951859749,0.4484267919999998
707,488.68656806186414,0.447233478
708,499.98963589693307,0.446044608
709,499.90965960550193,0.444860182
710,496.9858219104756,0.44368019999999975
711,497.40026320151554,0.4425046619999997
712,499.9979252382758,0.4413335679999999
713,487.2653437792242,0.4401669180000001
714,495.1655047393094,0.439004712
715,499.90633524134154,0.4378469500000002
716,452.4573835449609,0.43669363199999967
717,-171.46211088996733,0.4355447579999998
718,383.5371675245335,0.43440032799999995
719,496.8232426469214,0.4332603420000001
720,438.1078029614045,0.4321248
721,498.6847992342414,0.43099370199999965
722,495.153399867423,0.42986704799999975
723,493.475895772656,0.42874483799999985
724,499.89846666109395,0.42762707199999994
725,485.88228836319087,0.42651375
726,491.9082427687855,0.4254048720000001
727,499.817981952571,0.4243004379999997
728,467.82421271008104,0.4232004479999998
729,489.3062782654461,0.42210490199999984
730,490.26050097749857,0.4210137999999999
731,499.6817430341746,0.41992714200000014
732,494.7121352616414,0.4188449279999997
733,493.4716161412548,0.41776715799999975
734,497.1949739581877,0.41669383199999976
735,495.16885806752185,0.41562495
736,442.6928109471737,0.414560512
737,332.4597406980588,0.4135005180000002
738,495.059209889564,0.41244496799999975
739,499.203721000808,0.4113938619999997
740,498.7715705699329,0.4103471999999999
741,400.0581612860585,0.4093049819999999
742,318.4586398266815,0.40826720800000005
743,498.4661574886843,0.40723387799999977
744,498.45703446256937,0.4062049919999997
745,486.8429641779658,0.40518054999999986
746,499.8566205821482,0.404160552
747,493.3292900081681,0.4031449979999999
748,490.6584938795812,0.40213388800000005
749,493.1306635610203,0.40112722199999973
750,499.6551404132149,0.40012499999999984
751,474.25267375825035,0.39912722200000017
752,486.4546982047938,0.3981338879999998
753,499.6385233940891,0.39714499800000036
754,464.55415442617954,0.396160552
755,499.89701587617185,0.39518054999999963
756,495.59805483319315,0.39420499200000014
757,455.72343622257637,0.39323387799999976
758,498.550748332669,0.39226720800000026
759,493.1759694817832,0.39130498199999986
760,492.2771975390339,0.39034719999999945
761,456.630956292742,0.3893938619999999
762,498.18785082989467,0.38844496799999995
763,499.97501674295313,0.38750051799999996
764,499.51610894958003,0.38656051199999997
765,497.41233199134973,0.38562494999999997
766,454.84418348012105,0.3846938319999995
767,-125.53476366941352,0.38376715799999994
768,495.56343104155326,0.3828449279999999
769,496.96139860428644,0.3819271419999999
770,499.78592271710073,0.3810138000000003
771,499.9986736146956,0.3801049019999998
772,491.93377606383706,0.37920044799999975
773,499.98051876765436,0.3783004379999997
774,499.5366056933869,0.37740487200000006
775,499.7796744954784,0.37651375
776,498.9915330561182,0.3756270719999999
777,496.86902945055846,0.3747448379999998
778,483.2397620375016,0.3738670479999997
779,498.6807153079257,0.37299370200000004
780,498.2494363901633,0.3721247999999999
781,498.8002079475153,0.3712603419999998
782,-133.3689566998143,0.37040032799999967
783,462.76824566146166,0.36954475799999953
784,497.30528746184126,0.3686936319999998
785,499.55785395829645,0.3678469500000001
786,499.64921510006263,0.36700471199999996
787,498.05749719769346,0.3661669179999998
788,486.3280516037044,0.36533356800000005
789,473.85628997184307,0.36450466199999987
790,482.0832247319859,0.3636801999999997
791,499.5079773551697,0.3628601819999999
792,499.6779647849667,0.36204460800000016
793,498.53338405492275,0.3612334780000004
794,494.90959517953604,0.3604267919999997
