Step:,TDError,NNLose
282,115.18891,70.365814
283,-243.11552,18.743351
284,-172.16798,17.689219
285,-229.50462,18.714146
286,-51.89237,35.7453
287,-268.97064,0.9400288
288,-140.9247,18.37252
289,447.5907,511.1195
290,3.1803284,53.328835
291,623.178,546.0806
292,609.97656,545.7551
293,227.55058,474.74902
294,-272.34512,0.9257182
295,-91.24684,36.13811
296,243.55933,474.5867
297,8.644226,53.267925
298,513.54724,530.9547
299,-185.4447,18.459743
300,786.799,20.18733
301,767.0134,19.941391
302,834.4855,36.827194
303,1234.775,498.53656
304,969.25433,70.98185
305,764.282,36.027
306,725.9321,36.104424
307,748.88654,53.81486
308,771.9569,53.668266
309,1582.1615,984.89984
310,965.1095,492.50192
311,517.16583,35.60536
312,448.7304,35.484245
313,410.6423,34.173965
314,366.16525,34.998875
315,673.1201,103.3707
316,735.8303,506.06714
317,1503.5236,1032.1033
318,488.23047,84.798584
319,54.22503,16.976955
320,104.02977,34.357582
321,561.5367,507.21826
322,950.78314,970.186
323,4.083927,34.636993
324,-120.16145,17.515682
325,340.8909,491.0262
326,-289.2292,0.8862213
327,-264.33954,0.72713995
328,-306.5691,0.8365298
329,360.69794,508.1174
330,-227.03561,17.872877
331,-53.54834,50.987656
332,-317.7049,0.862532
333,256.89032,487.71008
334,-82.92969,51.57778
335,-310.00348,0.83415186
336,-235.14508,17.265356
337,-327.3265,0.97137797
338,-106.24069,34.737247
339,-217.27951,17.924934
340,-24.873749,51.650173
341,812.59735,959.5204
342,357.90033,506.3631
343,-158.71933,17.534224
344,-170.74426,17.827848
345,15.786968,51.553665
346,-172.28442,17.803478
347,408.5103,508.7945
348,-80.56296,34.675823
349,-176.58356,17.353424
350,36.858242,50.95376
351,-116.67411,17.712181
352,-130.00267,17.400234
353,176.66324,67.447296
354,92.55336,50.962284
355,438.28195,509.50757
356,-175.38344,17.893019
357,-135.48279,17.332418
358,57.84938,51.35501
359,-117.61923,17.35335
360,77.55393,51.567833
361,-231.89032,0.9030072
362,-247.94418,0.9091595
363,-30.27201,33.392086
364,-129.65697,17.58637
365,-34.225784,34.15719
366,-120.67764,17.569176
367,-141.56403,17.435442
368,250.60184,472.67633
369,370.50323,491.22833
370,-225.24031,0.78439355
371,-59.876167,34.187008
372,-134.04651,17.476522
373,17.401833,51.150883
374,-109.593,17.690111
375,-58.117165,34.48327
376,-220.60693,0.7314966
377,-38.362392,33.312466
378,379.3617,490.65573
379,248.62625,474.5857
380,-134.42294,17.49268
381,722.298,557.66095
382,632.89233,540.4967
383,1022.3813,995.8267
384,149.65771,67.863396
385,-85.392334,34.757294
386,-290.6682,1.0186417
387,-189.9208,17.298904
388,313.35455,490.7078
389,297.50677,486.87158
390,870.87274,978.36127
391,-20.787941,51.047268
392,760.35034,960.94586
393,-350.84747,1.2089646
394,190.93056,471.58997
395,-276.2709,17.611122
396,-219.10773,18.01945
397,-144.37537,34.672855
398,-298.41052,1.0114806
399,-224.17061,17.792875
400,706.1824,19.362238
401,776.59863,36.152615
402,718.4582,19.082634
403,690.5883,18.854206
404,832.20416,52.350945
405,673.2068,35.332474
406,588.3346,17.980303
407,944.3779,472.7536
408,1388.9099,945.5065
409,435.04712,17.734102
410,302.57968,1.0288074
411,831.00336,487.81906
412,383.77032,34.271988
413,142.63431,0.67057186
414,773.2872,504.7896
415,423.70807,65.46351
416,282.20865,49.496456
417,659.9813,503.49054
418,112.98213,33.75212
419,750.88214,537.5028
420,118.244774,48.672176
421,172.48648,65.61499
422,132.67221,65.86109
423,-91.49811,33.680794
424,-302.33783,0.8043368
425,-331.00037,0.89181453
426,-345.5135,0.89584666
427,416.5416,517.8459
428,26.563961,64.58954
429,-166.46292,33.66065
430,399.39453,518.0269
431,-70.18286,48.704277
432,495.83807,534.0236
433,-107.756454,50.002235
434,-219.90121,32.9736
435,-361.33417,0.975707
436,-199.92656,33.487926
437,-286.66504,16.554682
438,-147.38026,33.182373
439,-184.85445,33.42328
440,246.95113,484.74152
441,-113.59367,32.672756
442,315.27536,485.29675
443,-178.09753,16.66919
444,-211.5881,16.800535
445,471.33026,516.90826
446,-191.86967,16.916197
447,-79.69737,33.500824
448,214.90504,467.96573
449,117.699,65.765884
450,332.44315,484.22223
451,-67.50622,33.55434
452,-160.27785,17.204718
453,-244.90912,1.0742297
454,-77.47087,32.852753
455,-163.22174,17.092607
456,-87.85386,32.62834
457,902.0517,969.3818
458,-47.24811,33.110348
459,-243.3767,0.8832283
460,490.28787,516.9678
461,-179.33441,16.41729
462,-41.39549,33.21702
463,296.463,482.84482
464,406.58762,499.3163
465,-15.219711,49.33731
466,784.8791,953.0487
467,440.5749,516.2019
468,-215.31845,17.095942
469,-362.59955,1.3645376
470,468.61188,515.03687
471,-342.42554,1.2651289
472,-136.64383,32.831814
473,42.05516,65.425835
474,-9.101421,65.195984
475,359.38516,499.4073
476,-292.77902,16.843267
477,640.40454,935.37213
478,-1.6145401,65.98221
479,-193.89209,34.072163
480,264.38217,487.32898
481,-376.6289,1.4430537
482,203.81909,487.17435
483,438.50537,519.0325
484,-194.3811,34.463196
485,-360.2379,1.5520344
486,-36.127777,64.43954
487,-179.4578,33.90788
488,-80.293655,48.980713
489,-247.08145,17.380146
490,263.94702,483.04245
491,-233.0018,17.800512
492,269.89716,481.47052
493,-151.4379,33.441902
494,286.33984,486.29456
495,283.04697,482.79388
496,-224.96753,16.937834
497,-247.14633,17.24119
498,154.6641,468.84305
499,-166.0175,34.028126
500,1895.4971,951.6781
501,1557.134,515.8935
502,860.2585,19.509398
503,1496.9651,519.12726
504,1833.5123,963.6948
505,905.0011,49.901417
506,1861.3677,1001.445
507,646.34973,33.8013
508,1123.51,513.9312
509,1041.5594,511.76495
510,1357.9917,961.82745
511,412.95886,49.243767
512,701.48804,494.91565
513,-12.39275,0.98232865
514,315.2735,465.29877
515,249.27771,78.28256
516,-160.05342,16.25628
517,-228.52585,17.105816
518,-294.8188,17.253708
519,-390.95212,1.4659505
520,-85.33422,63.223835
521,16.148186,77.21492
522,922.4441,1007.5952
523,-538.96265,2.0954816
524,61.051987,481.97437
525,-332.84256,33.019646
526,-177.41093,64.85708
527,-269.2278,47.547615
528,-345.9417,32.977394
529,-340.40488,31.220469
530,-394.33936,17.663113
531,-366.47552,16.155357
532,-370.55945,15.3965225
533,356.30502,508.87454
534,-242.3578,32.525566
535,926.3824,989.9637
536,-403.116,1.6277524
537,273.3915,491.50067
538,-90.277756,47.991734
539,-251.03333,17.208508
540,-272.83118,16.928394
541,275.3444,478.81308
542,175.27399,461.71893
543,-165.55182,31.995636
544,622.8209,540.8532
545,-287.7516,1.4131998
546,-329.09152,1.598153
547,79.376816,60.072758
548,283.15387,479.3874
549,-229.73154,16.284397
550,-302.02594,1.596486
551,-102.62992,31.203623
552,-190.40381,16.874407
553,15.648777,47.45928
554,-89.8277,31.513412
555,-293.70682,1.5343859
556,-298.93127,1.5115178
557,-93.393616,32.64646
558,-172.81955,17.377277
559,23.508698,46.041237
560,283.04425,95.89389
561,-32.72834,48.137215
562,-237.89478,1.1849594
563,-231.28796,1.1044514
564,585.2213,525.1156
565,618.7099,526.90576
566,114.13077,63.81812
567,-85.36741,31.257113
568,-169.15427,17.169546
569,1247.7202,1400.5054
570,375.95972,495.5738
571,-301.50082,1.3594587
572,-13.5405655,46.073353
573,-145.28468,32.50425
574,-177.31216,31.483181
575,1109.6018,1000.2448
576,-239.75223,16.659567
577,581.25903,539.86316
578,-167.46384,30.74702
579,-136.73483,47.650078
580,-272.41287,16.781729
581,-230.38696,32.64112
582,-163.73877,31.202963
583,-288.85583,15.502242
584,-292.7025,17.342987
585,-188.58391,31.641062
586,-281.70755,17.057796
587,-260.47992,17.468515
588,-238.59016,17.35024
589,-81.94117,49.113747
590,-305.74136,1.2769107
591,16.403656,47.972347
592,210.7532,461.85104
593,-22.323593,44.746
594,319.10202,477.33875
595,-246.2851,1.3033949
596,-159.2996,16.955814
597,-166.78976,17.456064
598,444.52045,492.2928
599,185.3124,78.95225
600,864.92444,19.394888
601,730.878,3.4232974
602,869.1929,34.691517
603,668.9456,2.995174
604,1429.7301,525.9746
605,673.5763,33.568718
606,504.78384,2.0409513
607,648.1674,31.898268
608,435.45978,16.756788
609,400.4175,16.943657
610,421.31274,31.057762
611,410.4304,44.80108
612,171.21608,16.576475
613,22.914852,0.7989652
614,29.71354,16.144976
615,171.87462,46.650154
616,26.28399,30.264103
617,-126.43036,16.217203
618,-125.27816,16.211517
619,-174.87262,16.539532
620,363.05682,105.95615
621,-111.64583,30.360243
622,354.2891,487.77768
623,-331.81168,0.89972436
624,-271.7958,16.106995
625,867.08545,960.8283
626,-185.45898,28.917727
627,-271.07535,16.382652
628,-350.65375,0.87403876
629,-8.702713,60.996048
630,-203.9021,31.088518
631,-257.2665,15.080794
632,-255.21759,15.01219
633,-301.1535,0.75155777
634,-107.98113,30.65907
635,-75.63594,31.346813
636,-90.76659,28.765486
637,-66.04372,29.76168
638,441.00354,492.83603
639,440.87103,488.45093
640,-140.61879,15.178008
641,90.05057,45.598274
642,341.6891,473.09268
643,-24.080795,30.304865
644,-93.818375,16.12626
645,-93.61951,15.42891
646,630.14417,519.4237
647,-123.28922,16.457771
648,-122.05837,15.591581
649,-140.99234,15.681887
650,130.11722,59.30663
651,49.809147,44.487213
652,-24.71566,31.459396
653,429.89087,486.80814
654,-123.964455,16.323174
655,333.53003,472.69437
656,433.9419,486.74173
657,-129.10483,15.458794
658,1.8423538,46.680374
659,309.0202,479.17133
660,-196.11392,14.937226
661,467.8437,508.04846
662,-5.5738297,45.82905
663,-210.47458,15.755735
664,117.44302,74.99635
665,-93.1649,45.909286
666,-304.00842,0.9465429
667,-214.9898,16.067352
668,-63.49267,44.33938
669,361.26053,485.79108
670,-159.08159,30.18757
671,151.07082,74.90026
672,216.91096,463.15118
673,440.63312,499.21695
674,-53.565926,43.29939
675,-145.79515,31.849363
676,227.86115,471.998
677,717.37537,931.0839
678,-34.72705,43.03692
679,-166.46782,30.181095
680,-340.42368,1.2945232
681,-343.88065,1.286027
682,-135.49641,31.758366
683,-238.121,16.12346
684,-99.04106,29.489769
685,-353.9062,1.4934833
686,-331.58527,1.4296823
687,-113.57922,30.484486
688,-251.535,1.0907335
689,416.2648,490.89005
690,-77.469406,29.30159
691,-61.95067,31.223644
692,361.34424,473.71494
693,-69.57469,28.14683
694,384.23672,469.67902
695,-228.56421,1.1742325
696,44.007515,44.819687
697,-82.75435,31.051756
698,-135.82275,16.977917
699,436.48508,493.5403
700,847.29987,4.5621095
701,1083.612,49.77232
702,1793.2761,912.176
703,759.5027,15.985836
704,1040.6893,60.829685
705,840.3873,47.256954
706,698.22656,30.737003
707,574.5762,32.54599
708,804.1418,462.0628
709,527.765,61.165073
710,302.0207,28.14641
711,544.0647,458.36398
712,17.950043,14.317211
713,355.89243,459.42798
714,48.42806,44.79157
715,-179.72775,16.020872
716,-140.85898,27.192514
717,-143.20319,31.634857
718,-194.59508,29.827333
719,-321.92633,14.492966
720,-315.20633,16.577406
721,-389.40845,1.1463997
722,-266.73047,29.156132
723,131.45729,468.1332
724,-411.96143,1.222922
725,-321.4436,16.37305
726,358.34708,498.63513
727,41.825714,71.68913
728,-98.3442,44.497368
729,-187.94092,31.08039
730,-234.0007,15.52832
731,-53.53237,43.397285
732,-154.85568,28.986792
733,27.87194,52.07956
734,605.3827,527.5189
735,-214.62991,0.8900931
736,-145.51175,15.465661
737,336.92517,471.92178
738,-66.6884,27.40956
739,125.3391,55.99419
740,383.323,471.15475
741,13.852795,41.145214
742,154.6134,57.029026
743,-117.18581,13.595171
744,96.99423,58.337177
745,340.3848,469.31323
746,337.2868,473.07825
747,432.89392,483.08646
748,230.10428,459.1488
749,-42.72823,42.97177
750,-195.24908,15.921638
751,-229.4006,16.616327
752,-44.2939,46.78092
753,-189.44078,26.9616
754,-317.6684,1.252567
755,-109.039474,38.786457
756,-246.08255,15.370232
757,429.7267,495.78876
758,274.7488,467.43924
759,-243.70865,13.583983
760,-50.22972,41.363167
761,272.3002,472.25034
762,-193.87146,15.642145
763,535.77295,509.96466
764,-214.92778,15.089923
765,-109.71858,28.464203
766,-144.40512,29.562609
767,-139.0815,25.736704
768,-205.6977,14.725983
769,-214.86493,15.739768
770,303.83334,468.026
771,290.3102,471.10925
772,456.74506,501.1314
773,-109.3415,30.409756
774,297.54953,467.15
775,-233.10522,12.276992
776,440.1331,495.01266
777,-185.90234,15.615751
778,-299.5113,1.359199
779,-110.17292,28.135685
780,-177.40915,15.355262
781,757.9181,927.80347
782,360.2276,479.45126
783,-233.77757,16.130772
784,232.19662,89.36515
785,203.3223,454.49374
786,414.7327,494.58194
787,295.7799,468.02118
788,1071.8083,977.3329
789,-175.80464,28.040709
790,319.27148,482.79465
791,-258.57263,26.872112
792,417.52283,505.5131
793,126.631836,467.00208
794,-182.18263,43.300713
795,-449.68433,2.047823
796,46.61064,450.2588
797,-114.667206,60.55353
798,-116.80269,57.534233
799,-324.62503,16.802673
800,1199.9866,458.51443
801,825.97485,29.968227
802,767.63416,27.651419
803,665.39746,16.34444
804,780.38086,44.44709
805,1373.6951,515.3451
806,474.57587,14.461981
807,251.47375,1.7401266
808,226.92123,1.7220564
809,293.38348,27.658993
810,1136.1692,924.7122
811,617.4769,479.97943
812,-145.53072,1.0716157
813,-267.8413,1.3534024
814,499.75897,489.77307
815,-116.6413,39.298157
816,-466.58893,1.8642154
817,-232.12436,42.457752
818,-475.5866,1.6519865
819,-527.17126,1.7324693
820,-434.67615,16.357874
821,-451.37128,16.875643
822,-338.59314,24.367548
823,547.1757,913.7786
824,-385.33313,16.24578
825,364.32776,501.9243
826,136.52759,463.4197
827,161.21127,464.76923
828,-407.80014,1.5914772
829,-97.92766,56.04927
830,-303.1348,1.0219307
831,-256.2575,15.650164
832,-231.05348,15.416988
833,368.5737,473.3172
834,-298.96228,1.727526
835,-236.74411,1.2068846
836,-49.348553,31.370625
837,458.67166,475.28754
838,397.78427,472.79626
839,77.61018,42.404022
840,-131.66113,16.48812
841,-54.82859,27.99259
842,357.16193,461.69482
843,-28.18364,27.727238
844,-30.497929,31.422932
845,-155.11893,14.53284
846,-134.98746,15.409189
847,431.98587,481.37485
848,-74.4168,28.408556
849,-174.86853,12.821528
850,-79.9839,26.04675
851,-92.932274,26.915943
852,-63.980225,27.504446
853,-277.51025,1.2825937
854,363.992,473.37103
855,0.86460876,42.428776
856,-246.50848,1.0373993
857,0.09561157,46.350063
858,800.2991,533.1929
859,381.98224,474.0973
860,-252.97865,1.0608277
861,193.44386,445.0732
862,-146.31886,27.391064
863,10.997002,57.98339
864,-150.74179,30.215996
865,-3.4332962,52.174194
866,-155.6341,30.490599
867,-45.08995,43.71943
868,40.74452,56.490166
869,-219.96614,12.163367
870,-319.16135,1.2672825
871,-156.10794,15.853562
872,-226.75682,16.342407
873,-89.73857,26.999912
874,-192.18701,15.589873
875,403.66876,473.1092
876,-99.19401,26.885012
877,-167.6153,16.142982
878,-228.3534,1.0184643
879,-145.42706,14.149951
880,-161.76237,13.949559
881,-3.090145,26.582626
882,927.91907,916.77014
883,-82.81793,13.729083
884,-27.57288,29.52795
885,-41.43688,24.891966
886,81.30223,44.635605
887,-56.845158,26.227333
888,58.02729,39.83847
889,498.07202,488.87582
890,-38.553173,25.53708
891,23.513683,40.241924
892,-278.87656,1.12288
893,-77.3448,29.697836
894,-120.277176,30.839008
895,-260.0958,0.9427086
896,-172.23561,16.039995
897,419.26938,478.5827
898,-257.31403,0.98415434
899,190.09076,70.41812
900,412.42908,42.33258
901,116.034874,0.81871545
902,1799.3821,1391.9205
903,109.18448,0.81893635
904,279.12964,41.384598
905,267.3766,44.77745
906,301.79413,51.56213
907,585.1199,480.18484
908,667.616,496.1359
909,52.65785,42.61148
910,-22.175491,41.124134
911,-265.62613,0.8697561
912,-241.49957,14.021878
913,-269.1006,12.698022
914,622.87524,526.67444
915,505.7146,518.5959
916,-243.08829,25.802141
917,-364.41608,12.510779
918,-278.4202,25.248413
919,-254.29985,30.795496
920,-349.66156,12.459597
921,62.37729,442.1146
922,-168.72548,35.85139
923,-391.9972,1.2955642
924,-165.75632,25.869854
925,-305.6201,0.8560365
926,257.62955,464.5997
927,-232.90208,12.749001
928,24.764156,51.94928
929,91.65367,57.41093
930,-81.10624,23.60162
931,-62.819096,24.614399
932,96.14238,52.445885
933,-134.27283,11.1098
934,45.661606,41.17495
935,191.1686,65.656685
936,21.937126,37.599487
937,111.983185,54.550694
938,-53.760334,28.894924
939,-223.7766,0.9470929
940,395.7346,474.2625
941,-113.92189,10.846016
942,353.73993,465.9528
943,206.94354,441.63602
944,69.0574,49.990837
945,437.71854,486.96985
946,-139.07005,29.982277
947,360.85022,477.31433
948,622.58185,518.5597
949,-232.12587,13.808662
950,-250.05562,14.839934
951,-281.52686,12.025094
952,-141.17744,41.095608
953,-165.5877,26.305092
954,-290.71716,16.155767
955,469.03925,490.051
956,401.0544,489.3544
957,-216.36095,23.38875
958,238.26126,465.87936
959,-171.232,28.267124
960,457.29187,496.06674
961,-48.91747,51.20334
962,-198.30582,30.183722
963,370.47885,477.61453
964,-172.85733,26.283901
965,344.7443,483.04132
966,-361.8534,1.5482715
967,-290.7433,15.568303
968,485.8048,514.8183
969,-81.28568,40.515194
970,-299.8877,12.418013
971,-169.49344,27.748753
972,-49.506897,37.960705
973,-271.0138,15.426055
974,-224.28522,15.094313
975,275.98578,461.12042
976,322.30765,477.7875
977,-326.19412,1.6550689
978,-137.25133,22.490189
979,-284.16663,1.5679328
980,-20.49379,43.00863
981,-119.3895,30.189152
982,-156.85873,16.081825
983,-249.08601,1.3805875
984,-73.54421,22.858706
985,109.38062,54.27147
986,530.95166,491.1706
987,-55.573174,28.636608
988,-131.47455,12.450461
989,341.36215,465.97314
990,-202.50063,14.4161625
991,-74.55675,29.379719
992,-251.69012,1.1513507
993,-129.55301,14.130864
994,1124.7454,952.62573
995,373.20697,465.52606
996,-69.876114,29.851576
997,-200.77866,15.945612
998,-212.30081,12.202039
999,390.18042,476.2265
1000,258.21484,12.216452
1001,220.27391,1.0284452
1002,269.08566,15.797366
1003,295.7003,26.913086
1004,231.51608,27.425674
1005,295.30554,38.082584
1006,646.94324,470.23798
1007,-11.578395,0.76713055
1008,41.73775,14.460792
1009,236.70686,52.57884
1010,409.3949,463.3982
1011,242.2846,64.117294
1012,-2.8871613,41.49852
1013,-189.00534,15.687099
1014,-274.97876,0.9076674
1015,-147.76826,27.685442
1016,-59.098824,38.454773
1017,-245.6047,15.507969
1018,-104.895996,36.210407
1019,137.6283,447.8477
1020,-264.9854,11.942625
1021,-167.749,26.183893
1022,-225.25053,14.487364
1023,-131.75856,30.192818
1024,-305.89728,1.0065206
1025,-178.27252,11.695663
1026,317.54968,91.525406
1027,4.8753815,36.739304
1028,277.62238,448.2894
1029,-116.678154,12.549589
1030,-22.454197,26.070082
1031,628.37836,498.1695
1032,-191.56258,0.7802578
1033,154.98108,55.901894
1034,-137.62126,11.753818
1035,-146.0202,11.544996
1036,-67.55762,24.988216
1037,3.9888535,30.04181
1038,-91.164955,13.041428
1039,30.611399,38.5631
1040,945.95496,923.25867
1041,336.8514,456.49603
1042,320.62177,461.57254
1043,-102.81389,23.605766
1044,274.2153,455.401
1045,103.889046,65.19069
1046,286.96506,464.94788
1047,-306.61298,1.0289572
1048,-215.8277,29.090181
1049,-181.87651,26.138021
1050,-208.38704,15.752773
1051,-151.88882,29.413008
1052,404.6411,482.88766
1053,-179.06982,28.862911
1054,-160.70618,23.2542
1055,-322.76697,1.1727068
1056,321.53036,470.19537
1057,-285.61618,1.0131292
1058,52.254276,54.77644
1059,-148.02997,25.76316
1060,-182.59262,15.67126
1061,-74.98537,26.849438
1062,-193.86848,13.972492
1063,-172.22087,10.527838
1064,-147.92181,14.792986
1065,-175.71497,0.82100934
1066,608.54895,498.4512
1067,-110.333206,12.290136
1068,-27.203491,24.78142
1069,30.924294,29.02488
1070,-114.14646,13.461516
1071,17.763351,29.765682
1072,36.82299,41.67183
1073,-70.5535,15.593812
1074,886.91626,919.05914
1075,-121.001396,13.392052
1076,-149.04034,14.30229
1077,-117.73541,15.231631
1078,-249.10638,0.8948299
1079,-233.01788,0.88612723
1080,413.37067,472.53387
1081,-60.219456,30.073765
1082,-239.59921,0.874968
1083,502.8755,490.04248
1084,412.07495,469.4338
1085,-261.5423,0.9703759
1086,-183.65385,11.845012
1087,-175.22148,14.785402
1088,-159.45021,14.635473
1089,-40.965633,26.546772
1090,-131.06833,15.252815
1091,-127.673874,14.9361725
1092,-183.58249,0.748917
1093,-38.93112,24.505726
1094,543.4945,479.6484
1095,-114.48724,14.372068
1096,-96.432045,11.465142
1097,-118.66821,12.87014
1098,538.5521,482.47665
1099,942.84375,918.38086
