Step:,TDError,NNLose
17342,160.21164,359.22552
17343,279.49106,351.01593
17344,314.51465,658.5268
17345,-385.32498,14.085845
17346,-43.630157,341.01276
17347,30.831696,349.20224
17348,57.577484,360.6268
17349,-333.7851,18.09454
17350,-369.3963,11.72316
17351,-276.61996,30.703625
17352,701.4694,676.79645
17353,-173.96417,10.004145
17354,-145.94398,23.31274
17355,210.8609,335.84033
17356,-261.61743,7.644262
17357,700.6652,659.5419
17358,166.27316,331.52213
17359,-101.61284,20.744999
17360,164.52328,328.97162
17361,148.88254,361.0805
17362,254.21867,371.6398
17363,-230.81474,29.194962
17364,-112.17348,326.51843
17365,329.42126,647.03754
17366,-474.1878,13.959563
17367,-315.91983,34.291626
17368,69.70979,356.3344
17369,-414.70343,9.124222
17370,-283.71585,20.82708
17371,58.648697,327.2021
17372,-131.2505,17.729158
17373,-185.00873,7.8692465
17374,240.98477,317.95343
17375,-118.96153,8.013469
17376,-130.13832,12.823858
17377,295.0234,316.15417
17378,384.69797,345.66245
17379,520.36884,358.02142
17380,-90.08931,28.926296
17381,-238.35567,4.666182
17382,-113.06145,44.65117
17383,-317.2093,4.6484103
17384,233.8479,324.4035
17385,-284.112,16.841644
17386,-251.42891,8.934717
17387,-239.87927,8.795817
17388,137.58484,344.50305
17389,121.03439,338.09204
17390,180.52438,327.93866
17391,233.69151,339.20853
17392,-180.36505,18.172028
17393,295.39673,334.56543
17394,349.14383,354.2811
17395,-141.46811,24.00843
17396,-364.31854,6.011816
17397,623.6154,658.1221
17398,-235.94049,26.995108
17399,-263.43805,31.878529
17400,689.72736,658.22577
17401,-181.61827,14.441517
17402,112.8363,334.1465
17403,233.5536,327.27576
17404,-208.48569,17.53255
17405,-227.5604,12.031688
17406,-262.8997,9.0405655
17407,194.06303,325.1877
17408,-173.31067,10.2306795
17409,-334.72012,6.8568096
17410,-126.1177,17.5409
17411,9.144772,33.305435
17412,29.539307,26.697014
17413,-56.80626,11.3692875
17414,-60.626312,5.4309855
17415,-109.42697,6.562851
17416,-103.8416,4.715151
17417,521.0276,343.07065
17418,78.26099,23.897749
17419,-37.71647,11.180344
17420,219.10785,310.2654
17421,316.5184,334.25446
17422,-155.57721,11.270958
17423,173.11751,311.53253
17424,-244.0884,5.157016
17425,226.2446,311.3042
17426,-249.85394,12.281479
17427,-291.5498,15.799711
17428,-192.10007,10.325401
17429,-100.15987,25.665737
17430,-4.886944,24.876186
17431,286.3001,326.8694
17432,48.52879,20.033329
17433,-99.62988,13.549227
17434,699.9241,646.56995
17435,85.764565,23.779144
17436,828.0432,681.5831
17437,103.456375,316.4725
17438,199.80019,360.4376
17439,14.669373,315.41812
17440,-170.35321,321.09766
17441,-368.0703,35.293964
17442,-409.82504,36.04164
17443,-523.9995,22.268745
17444,26.144112,330.30847
17445,1152.7544,1007.96826
17446,-73.89163,336.00394
17447,-52.276535,342.4884
17448,-361.01135,14.981722
17449,436.00586,657.4216
17450,39.659225,343.50937
17451,57.90863,337.30405
17452,-372.323,21.430943
17453,502.90253,659.2671
17454,-350.99408,17.316145
17455,-11.776413,347.70193
17456,-224.47293,24.962337
17457,-6.1675415,323.82797
17458,-338.72253,7.8038263
17459,165.9013,329.54202
17460,-240.57156,16.963213
17461,-398.88412,10.154478
17462,-100.035385,18.04318
17463,-178.94572,16.393839
17464,-112.54518,21.789272
17465,283.0013,315.49695
17466,328.93137,330.79504
17467,-25.036022,20.39116
17468,796.6704,653.66376
17469,246.92444,343.22498
17470,-375.59003,7.1093173
17471,-237.0618,28.420927
17472,40.53689,350.44357
17473,-362.70404,17.47705
17474,17.065521,340.27637
17475,-441.25534,7.737771
17476,-75.16751,314.29263
17477,-131.71335,29.076195
17478,219.31772,334.3108
17479,788.14984,660.6695
17480,-97.474144,14.636354
17481,1.2612,335.3528
17482,278.89578,356.34216
17483,-357.11423,6.9157834
17484,475.30322,656.69995
17485,114.57398,342.78772
17486,-242.48245,30.445068
17487,-147.25394,38.14775
17488,35.95076,318.96756
17489,-343.64743,6.543496
17490,-282.77078,20.079615
17491,17.200714,335.27344
17492,154.54012,323.74817
17493,546.3329,676.56836
17494,471.1585,663.0378
17495,-109.2867,38.65608
17496,-111.63049,334.96613
17497,-328.38705,30.985123
17498,-510.7879,8.785852
17499,116.497696,349.56473
17500,558.6213,335.4313
17501,619.7976,349.2411
17502,137.46585,8.696068
17503,341.34128,331.03412
17504,367.4581,342.3533
17505,183.11618,333.67337
17506,-243.72893,19.136305
17507,-299.12988,13.007956
17508,232.42233,344.8622
17509,-321.16077,14.444591
17510,-348.10034,13.327528
17511,-299.1115,12.332514
17512,-239.68947,12.611309
17513,-216.17719,21.758522
17514,-311.79712,6.554303
17515,153.23044,326.9563
17516,-180.55759,6.521755
17517,-105.605194,5.225507
17518,88.3647,17.56269
17519,519.7821,328.88074
17520,79.086815,19.436113
17521,-30.265747,14.027962
17522,1078.75,968.2842
17523,369.7901,337.52036
17524,69.0874,327.73935
17525,-323.78482,19.005146
17526,-452.7627,8.11146
17527,96.431,338.0905
17528,-356.15488,32.019547
17529,-469.16803,18.298271
17530,-220.67607,32.027153
17531,500.47638,647.01904
17532,-341.76657,12.642995
17533,168.39816,322.8684
17534,628.447,638.7959
17535,-296.8225,5.3922424
17536,-80.90693,23.54506
17537,-160.40956,9.41283
17538,164.03896,318.46182
17539,-173.85837,5.380019
17540,367.76538,333.63525
17541,7.47678,25.531288
17542,56.033318,25.347168
17543,409.10834,335.58456
17544,-366.97772,9.85471
17545,-295.40045,5.302053
17546,-313.8011,21.246292
17547,-426.10815,6.353306
17548,845.10516,980.05176
17549,-412.0477,5.6950274
17550,535.6157,650.87
17551,507.31836,637.0298
17552,-53.602585,314.22375
17553,-422.1265,12.515591
17554,-168.10526,37.092804
17555,-456.727,5.7745075
17556,-294.76923,16.146614
17557,136.79446,349.47437
17558,-53.282696,29.614216
17559,-51.357468,14.434669
17560,-141.95093,16.782196
17561,57.76387,20.483074
17562,119.747795,36.004383
17563,-38.03618,12.545368
17564,331.9,338.096
17565,-202.94171,9.822159
17566,311.04587,324.12363
17567,380.80875,326.16052
17568,1082.5762,988.8227
17569,823.553,960.38
17570,-381.2085,20.863491
17571,-2.384842,328.5709
17572,-597.8815,30.241268
17573,-161.98434,322.90656
17574,-660.0204,18.724596
17575,-657.03467,15.013678
17576,-441.88324,32.116745
17577,70.079254,330.91458
17578,-265.2311,14.749081
17579,-383.56454,7.0502315
17580,-151.51274,7.6829786
17581,214.88177,15.380269
17582,160.72949,20.01329
17583,291.76297,27.321518
17584,455.4878,327.71295
17585,260.80435,27.570103
17586,487.62894,325.88593
17587,385.28198,322.62506
17588,71.93219,32.32966
17589,-318.18707,17.228157
17590,-348.62134,4.6787877
17591,-435.3239,5.8856754
17592,-174.76093,33.44674
17593,-308.88052,5.6430306
17594,159.43948,333.53635
17595,1036.1862,942.8578
17596,152.69682,329.25076
17597,106.28987,309.23193
17598,-307.9925,17.984756
17599,-303.5465,11.472126
17600,412.78253,351.4638
17601,-112.36048,14.827782
17602,265.92462,345.0875
17603,1038.1733,926.0833
17604,-205.59225,18.295866
17605,68.63132,347.03564
17606,108.210785,343.90018
17607,-482.10846,5.6309853
17608,-331.79025,11.277794
17609,39.45124,325.8117
17610,-342.74146,15.940853
17611,-232.2026,22.83021
17612,-121.31427,21.150295
17613,-231.67314,12.287807
17614,405.70538,357.4611
17615,248.01942,330.6157
17616,-137.96529,15.594351
17617,-65.36048,17.905054
17618,-73.86472,14.729911
17619,291.2724,320.61978
17620,-43.897713,33.866875
17621,-127.24223,14.396369
17622,-174.94247,21.538967
17623,-291.00113,7.9989443
17624,482.35812,644.94196
17625,-174.09393,27.876968
17626,-165.13564,25.023659
17627,-243.61598,8.398972
17628,274.87222,309.7835
17629,231.54712,316.10126
17630,-227.95248,8.0743065
17631,-230.77333,8.946732
17632,-235.3208,15.238997
17633,-149.13644,16.560867
17634,-3.4962082,17.83803
17635,-30.470364,17.186966
17636,-25.288124,13.599047
17637,-30.31551,18.86871
17638,-23.619892,18.201906
17639,331.2632,321.8681
17640,42.00148,19.989283
17641,-80.04492,6.0184793
17642,0.5896759,20.243734
17643,-124.7128,5.621297
17644,-137.47736,3.8257482
17645,-108.36312,5.933812
17646,-55.944992,4.04206
17647,460.8897,342.43652
17648,-34.677483,7.760048
17649,293.6019,314.22562
17650,-160.44684,3.9525
17651,-30.438251,9.37335
17652,-44.97917,16.150139
17653,-148.0291,4.8312483
17654,476.973,353.77844
17655,253.97499,317.7479
17656,186.51482,310.3007
17657,-222.35245,7.3928747
17658,-184.3568,22.37728
17659,-212.4845,9.960789
17660,-213.65222,21.830164
17661,926.3865,920.90955
17662,-307.18265,5.1941447
17663,-173.0087,20.688374
17664,-354.5787,5.153745
17665,-276.0409,17.595991
17666,176.83025,318.4171
17667,-112.009445,4.975135
17668,-71.5321,12.801912
17669,-70.39725,12.208927
17670,-32.57197,5.973476
17671,118.53224,33.00567
17672,13.652538,14.032089
17673,-28.160526,14.158767
17674,349.37482,335.34985
17675,-40.638382,6.761115
17676,1016.48706,914.8126
17677,-122.718704,23.275309
17678,-263.63898,14.444149
17679,-388.0221,6.804037
17680,-191.35846,16.315134
17681,-341.6668,21.63324
17682,28.922256,334.81235
17683,129.74596,328.16983
17684,-133.32076,36.09013
17685,564.9209,626.83923
17686,203.8421,325.3519
17687,-168.83513,19.47837
17688,336.35794,367.1816
17689,-166.56984,14.000136
17690,74.55052,338.75873
17691,-66.99211,31.983334
17692,92.12338,325.76675
17693,219.38968,363.444
17694,-208.31186,24.481026
17695,34.66339,315.00583
17696,-258.8637,26.597033
17697,-360.5163,14.753498
17698,-347.486,11.610682
17699,-53.735073,29.054663
17700,210.83826,326.0359
17701,-47.78743,32.185467
17702,565.2691,359.3659
17703,272.6543,321.52728
17704,156.09502,343.17896
17705,-280.63245,13.522341
17706,-182.66348,32.87103
17707,157.29721,339.63113
17708,-256.9468,14.329498
17709,116.02083,337.89102
17710,-323.70242,5.776205
17711,-321.45352,5.0001206
17712,-342.6574,5.9523954
17713,205.1069,323.3296
17714,168.2989,325.32037
17715,-138.75986,4.7567024
17716,-12.44865,26.897387
17717,-24.805763,20.565063
17718,257.38513,331.88522
17719,337.9117,353.3367
17720,23.073887,14.705866
17721,387.76697,352.3767
17722,79.14157,334.8984
17723,98.9671,316.51984
17724,-520.71204,5.875887
17725,-372.7907,17.413216
17726,-103.60446,55.09727
17727,-313.06232,15.629924
17728,-302.3717,4.985013
17729,63.399582,310.72397
17730,-121.89462,24.866325
17731,-189.90932,6.3352723
17732,29.511765,34.534756
17733,14.515747,5.6810703
17734,484.24225,332.9803
17735,22.286453,14.704605
17736,-58.147728,15.208892
17737,22.977592,30.89909
17738,1283.1616,999.1316
17739,229.69589,334.45044
17740,-320.82654,17.870087
17741,-359.48166,13.163426
17742,837.3236,977.6936
17743,-522.96765,8.042601
17744,-567.4915,16.476828
17745,-352.75012,32.449394
17746,293.9458,644.6067
17747,-336.88733,19.649359
17748,106.349075,348.32974
17749,124.71051,309.74103
17750,277.53683,346.77435
17751,-131.18471,16.526209
17752,-168.0369,14.405661
17753,152.88605,321.22235
17754,336.99606,338.54785
17755,654.47156,648.88196
17756,199.74217,321.32565
17757,-239.25713,19.396355
17758,-384.58215,17.150723
17759,-399.45135,17.856415
17760,-451.59402,12.718224
17761,20.196777,337.3837
17762,-395.48163,13.516753
17763,326.84726,335.7149
17764,180.51927,321.1508
17765,-37.215576,41.772427
17766,124.00484,329.9751
17767,-142.95567,38.5814
17768,-144.42175,11.002564
17769,-193.80066,14.409659
17770,20.805145,48.230873
17771,-159.05408,14.803657
17772,309.40805,343.85077
17773,207.94293,321.75116
17774,176.63828,315.03937
17775,184.04584,315.55316
17776,-290.92184,14.295582
17777,-273.86243,18.406147
17778,-195.97787,11.240366
17779,232.24251,320.40427
17780,-71.65932,28.945784
17781,34.295395,37.963013
17782,-216.6416,7.62424
17783,-44.019054,21.999846
17784,31.618263,33.869576
17785,279.8576,318.04556
17786,-119.69804,9.948919
17787,333.93262,355.08005
17788,201.10013,322.92728
17789,-251.16183,8.243895
17790,64.29329,314.76453
17791,29.080048,317.0252
17792,-390.75586,6.897685
17793,-264.77786,18.993681
17794,113.673904,317.95618
17795,-290.18863,5.7225804
17796,-278.2305,5.121302
17797,201.80983,308.8884
17798,-19.306324,8.907398
17799,-36.308876,18.527275
17800,197.95573,347.97092
17801,-55.229095,32.05158
17802,-346.8302,5.77296
17803,241.90594,328.60556
17804,-219.02502,9.246693
17805,41.814667,37.946613
17806,-204.63786,6.314909
17807,11.180107,12.663307
17808,126.34727,35.222076
17809,328.1069,334.45792
17810,-54.60211,17.671274
17811,-114.01132,4.492011
17812,-119.091,15.632217
17813,18.640358,14.128538
17814,296.96454,305.37558
17815,-151.87624,4.834649
17816,713.32776,649.1035
17817,378.7704,325.05396
17818,-288.70325,5.294423
17819,-205.62737,17.048883
17820,-245.99573,4.6843843
17821,-36.758484,33.304832
17822,229.5295,306.65005
17823,-39.765884,28.043243
17824,-148.236,20.521254
17825,-127.03262,19.650259
17826,-183.16869,4.196286
17827,-42.515778,18.079615
17828,-130.01224,11.456961
17829,298.95023,325.7178
17830,713.7068,657.2613
17831,-174.04596,21.2877
17832,305.14844,349.7084
17833,-369.402,4.7791505
17834,-35.7074,25.647839
17835,-228.66199,17.841309
17836,50.933945,321.17432
17837,150.02432,345.3936
17838,-213.48431,11.444958
17839,580.1644,640.9823
17840,-217.40894,8.430288
17841,386.86597,341.1822
17842,-310.22943,6.4535313
17843,-286.96066,19.539038
17844,180.46173,321.94006
17845,668.85864,648.858
17846,-369.23346,6.2896075
17847,439.0859,373.0837
17848,-321.24915,21.539965
17849,-536.4263,6.576447
17850,66.86041,336.0196
17851,-273.3723,16.173859
17852,-472.76434,13.671059
17853,211.89493,324.88882
17854,501.88843,620.01166
17855,-244.4586,4.871479
17856,53.29472,55.718376
17857,-133.45523,15.667803
17858,-72.64928,19.077578
17859,-151.73251,14.308636
17860,206.3501,329.5286
17861,-123.567825,17.574429
17862,-185.1583,22.248755
17863,-125.668236,14.834177
17864,482.78314,344.7853
17865,480.28604,364.36383
17866,-240.05252,6.3198767
17867,-205.44124,4.473776
17868,-216.97818,7.839113
17869,-281.07593,4.429785
17870,-244.24445,5.281195
17871,-274.2916,8.194088
17872,19.723106,12.600069
17873,49.874413,13.222277
17874,-33.425167,19.53151
17875,181.26712,23.187986
17876,587.844,321.17343
17877,35.577663,4.725218
17878,130.22165,17.842304
17879,-11.962548,19.289219
17880,529.48926,358.46265
17881,276.7016,324.8089
17882,323.0058,332.6917
17883,240.3333,379.97485
17884,-79.244415,347.83286
17885,38.84726,352.10724
17886,-180.5786,355.6773
17887,-213.52162,310.1629
17888,-632.18115,15.098143
17889,-357.72815,32.230343
17890,-361.80267,23.499249
17891,421.24677,619.608
17892,108.960915,315.94843
17893,-57.75186,17.673729
17894,-151.28055,17.75674
17895,610.8002,620.8776
17896,-102.58375,5.783024
17897,-127.27556,9.3008
17898,18.325008,30.992756
17899,136.16391,40.963978
17900,-64.75609,7.484232
17901,415.80548,331.76697
17902,590.91907,627.1167
17903,-351.32495,20.224659
17904,-267.54257,19.506052
17905,-305.78558,17.459482
17906,-348.49503,18.206816
17907,-393.24567,7.0623455
17908,-260.55103,16.744562
17909,-300.87808,28.610128
17910,-272.2968,17.24207
17911,-240.60576,15.652415
17912,-105.343735,14.597574
17913,-40.3031,5.117894
17914,313.7552,351.3844
17915,1308.1155,965.76746
17916,469.83813,328.82657
17917,414.9506,350.8757
17918,-99.45593,17.199696
17919,228.91632,348.84937
17920,-88.43237,331.1536
17921,36.16024,342.07803
17922,-421.71588,12.341346
17923,-67.26425,344.40527
17924,-690.06006,7.781675
17925,-431.95883,17.5681
17926,148.34543,347.86392
17927,-308.8174,5.100683
17928,-318.51068,5.5337543
17929,-7.3091393,12.10328
17930,466.5542,325.6355
17931,159.56277,27.464958
17932,115.10437,8.459611
17933,254.83496,30.335876
17934,473.39978,360.50186
17935,326.10135,300.1598
17936,-221.89423,6.6874046
17937,1027.4581,949.7594
17938,165.47005,341.17325
17939,-338.53287,14.928028
17940,-100.088715,324.5846
17941,-430.27573,21.120848
17942,-232.22386,33.8497
17943,-486.92938,17.778362
17944,-392.7215,18.601288
17945,-376.22815,18.389206
17946,-214.81148,17.806118
17947,9.021538,40.00746
17948,-35.96116,20.117306
17949,1152.7628,940.67566
17950,533.42615,334.88586
17951,-88.07387,20.023193
17952,-34.448868,16.20266
17953,-186.83856,4.503486
17954,-186.02237,21.885262
17955,255.61354,349.1133
17956,-297.18576,14.788525
17957,216.65897,332.07797
17958,-314.97644,20.487625
17959,-501.59802,7.0318375
17960,-297.56512,18.301622
17961,-191.25179,20.534258
17962,164.28896,321.19165
17963,779.11896,657.5862
17964,-1.4577713,36.174343
17965,-8.3698015,17.160336
17966,611.8536,633.42847
17967,-90.94712,22.6246
17968,-157.29823,16.422451
17969,-179.84424,16.204445
17970,-227.33832,32.334995
17971,1082.4619,972.472
17972,-426.3772,14.402596
17973,-76.9447,321.30103
17974,-308.48993,7.8690367
17975,123.18457,354.53442
17976,-206.61656,22.794107
17977,-312.18823,17.630917
17978,-142.07277,22.532856
17979,-198.27509,9.342145
17980,-72.32025,29.725473
17981,-62.524998,13.430059
17982,513.4604,348.60687
17983,64.225235,27.2711
17984,-47.907906,21.248232
17985,35.84182,33.991753
17986,-175.23904,3.9901621
17987,419.34015,345.413
17988,-150.15451,25.33405
17989,-295.99063,13.416973
17990,247.09085,333.76456
17991,91.29706,322.0458
17992,778.70593,954.2614
17993,-320.66028,15.872597
17994,80.603226,333.02765
17995,740.36676,962.5582
17996,-401.9759,13.623361
17997,-524.7891,6.314645
17998,382.88782,612.38794
17999,-370.1005,8.691561
18000,-127.85261,17.398071
18001,845.0702,635.4037
18002,394.5461,319.22476
18003,-76.816895,17.570562
18004,-257.22345,12.700274
18005,201.38359,345.24884
18006,137.86758,332.7348
18007,-332.6761,13.822998
18008,522.53577,648.04156
18009,87.55565,340.48495
18010,-18.312012,315.5404
18011,-479.35498,7.689897
18012,651.8074,905.9237
18013,-133.22778,331.5425
18014,356.1502,652.5758
18015,299.7188,649.08276
18016,-531.57886,8.483532
18017,-194.00885,333.98093
18018,-451.17694,27.074474
18019,25.268082,339.04483
18020,-434.4199,10.954382
18021,111.11658,345.99072
18022,-230.45074,21.395351
18023,-268.03052,7.1922293
18024,355.60452,347.07684
18025,-17.852966,34.135567
18026,397.62952,318.7264
18027,408.83484,356.37085
18028,-197.01923,10.661469
18029,-307.37894,9.108156
18030,62.714417,336.79587
18031,-389.29395,7.2254376
18032,-113.70409,29.970959
18033,-415.62936,8.699347
18034,-248.79341,18.326387
18035,-125.66707,14.560608
18036,361.99332,328.74484
18037,-220.55156,29.162197
18038,121.757965,318.26898
18039,-156.79211,13.917169
18040,797.12524,647.4225
18041,-261.4132,6.439413
18042,-115.13771,5.8262687
18043,-56.468987,23.196014
18044,453.2541,331.6145
18045,634.6046,667.07947
18046,288.45453,333.00977
18047,-298.19077,13.341417
18048,-342.57288,6.6702557
18049,-461.8087,14.484425
18050,-489.56137,11.815136
18051,42.273453,304.932
18052,-245.82056,4.1159425
18053,-68.3042,28.949747
18054,-214.24341,5.3459616
18055,-92.43207,8.3433895
18056,10.256569,25.667181
18057,171.10687,23.770395
18058,7.4550247,5.86271
18059,14.898241,9.997106
18060,441.50845,325.16556
18061,177.98714,23.89066
18062,295.49072,326.47824
18063,-77.41551,15.405784
18064,-76.44031,20.778534
18065,-162.4038,16.620104
18066,-226.96135,15.785021
18067,271.37888,342.60898
18068,-101.62715,18.60379
18069,-244.32489,25.729542
18070,246.52158,337.81775
18071,561.43933,646.4408
18072,542.6714,628.7045
18073,-10.783173,333.82907
18074,41.13109,333.05048
18075,16.376404,325.24963
18076,46.313583,337.34567
18077,-491.85715,6.71743
18078,-348.70007,16.851122
18079,942.94305,960.2312
18080,-380.54077,18.673374
18081,-20.656372,327.43488
18082,-325.77277,9.90258
18083,-55.7157,327.576
18084,-258.58496,13.980522
18085,-251.47061,11.558424
18086,-306.11578,6.822301
18087,417.22293,323.57288
18088,43.40691,26.810558
18089,-127.8576,7.464377
18090,-110.8546,5.081986
18091,-109.36548,5.3621016
18092,244.08759,326.6518
18093,405.92398,332.29868
18094,-53.31488,11.219427
18095,272.05206,316.7519
18096,158.94815,331.74176
18097,264.546,327.06616
18098,547.8546,637.01843
18099,30.926453,330.55603
18100,-371.70746,16.837608
18101,-355.0572,32.575447
18102,-552.57605,5.954935
18103,-402.63812,22.563393
18104,6.9941254,328.15054
18105,-186.81613,24.595217
18106,522.1506,612.86444
18107,-255.30057,12.732831
18108,-147.0039,15.345232
18109,252.8273,327.9962
18110,36.13207,30.598671
18111,-25.890581,13.491989
18112,-78.25749,10.262239
18113,-42.090454,20.36684
18114,-17.086525,12.714864
18115,239.7117,305.31174
18116,-149.85272,19.765957
18117,-15.185745,31.45744
18118,-214.61603,6.741438
18119,-190.4625,11.496748
18120,-15.638832,30.562641
18121,161.70992,319.45676
18122,724.91125,649.8693
18123,-162.90065,16.948748
18124,-221.89896,9.96789
18125,-290.7282,5.9694414
18126,-253.12903,7.8126707
18127,-0.53687286,20.871227
18128,98.14967,43.095272
18129,526.33185,353.89587
18130,-19.422937,25.337765
18131,-115.96634,21.873901
18132,-67.86504,19.040321
18133,249.28749,317.68268
18134,-25.682686,30.898945
18135,-75.47542,16.179274
18136,632.1116,651.0791
18137,230.62885,320.2726
18138,-224.129,24.565613
18139,229.15256,337.02023
18140,195.77205,345.7832
18141,100.26295,332.8703
18142,-373.55844,19.566147
18143,-487.30832,7.9232335
18144,-427.55225,4.931037
18145,126.27544,336.78015
18146,-425.27695,16.89061
18147,-376.0922,6.2433815
18148,-230.11774,19.387665
18149,-70.14021,19.123781
18150,352.53305,315.02005
18151,40.349953,5.032666
18152,802.1041,685.55444
18153,114.919395,23.058418
18154,809.33325,625.4525
18155,205.2102,319.18137
18156,-67.8199,30.84971
18157,107.46478,332.976
18158,143.76144,332.32596
18159,-586.2657,7.4647484
18160,-444.26614,16.070301
18161,-478.02185,13.314075
18162,-364.98587,6.202096
18163,-348.13043,15.93305
18164,-292.3079,8.964634
18165,-86.177666,13.095022
18166,140.61163,39.65107
18167,403.92422,330.70874
18168,70.92876,13.712931
18169,700.46075,338.8948
18170,77.93856,4.37797
18171,48.51054,15.301014
18172,-90.74996,13.932967
18173,166.64986,317.3229
18174,251.48389,315.0734
18175,28.463951,48.523987
18176,-356.031,5.5708447
18177,-338.20013,26.342125
18178,-191.05496,35.805523
18179,472.58463,645.43225
18180,-280.40503,16.842472
18181,94.227936,328.2938
18182,-261.34637,25.02503
18183,-107.506645,33.719017
18184,-310.1275,6.7462316
18185,352.99188,349.38644
18186,717.7479,668.42975
18187,-74.1266,25.436481
18188,-258.91235,22.172812
18189,-82.13625,22.927608
18190,137.7826,339.2506
18191,71.2563,315.19687
18192,-293.4014,5.116652
18193,205.24103,356.6528
18194,44.041046,329.40616
18195,-181.95462,18.47714
18196,-41.959946,28.853182
18197,138.4501,319.03864
18198,-99.73857,15.711029
18199,-221.0943,5.7948256
18200,538.22815,622.68286
18201,-290.64703,18.136759
18202,-259.59058,22.188667
18203,111.00032,316.73605
18204,52.359253,320.6452
18205,-276.45517,17.682169
18206,629.23346,642.042
18207,-351.33115,9.775639
18208,-267.36102,4.5206957
18209,91.18001,338.8263
18210,-206.14832,7.6640143
18211,298.26776,328.93887
18212,2.7506409,321.3125
18213,-330.92154,11.080194
18214,-99.562386,25.224798
18215,-119.18781,14.7955475
18216,613.92084,632.2339
18217,-133.48544,17.046402
18218,342.9741,325.1058
18219,1069.3119,953.52594
18220,143.0528,332.5301
18221,-48.423035,328.57654
18222,-550.65027,5.3018165
18223,-494.58087,6.9945297
18224,-75.39795,326.3625
18225,-199.73239,32.82566
18226,-473.47748,7.8564863
18227,-307.12997,23.087929
18228,183.17654,338.15503
18229,-257.33395,5.46274
18230,222.7186,335.4521
18231,20.09994,31.756554
18232,-265.8274,6.056354
18233,-125.48172,15.798717
18234,194.87778,312.92184
18235,922.2828,654.459
18236,518.8637,379.8
18237,85.174194,328.40616
18238,-395.8695,9.784714
18239,-257.69357,37.75377
18240,-160.0108,314.30344
18241,-307.65628,13.502076
18242,-384.33807,6.095503
18243,-272.49994,31.046677
18244,-244.64096,20.646658
18245,195.7846,331.57822
18246,-204.91364,16.884611
18247,-147.95508,4.3082685
18248,324.89728,320.9972
18249,-105.07869,7.370041
18250,118.34017,16.695038
18251,-89.36713,5.4212394
18252,-48.764816,8.511639
18253,960.4858,644.7927
18254,785.5945,616.11633
18255,461.75543,347.98645
18256,108.23961,325.81924
18257,350.48822,635.57043
18258,-577.3605,6.7854786
18259,-256.7,329.47095
18260,-503.95587,14.493636
18261,27.510834,621.163
18262,740.6233,931.54065
18263,-536.8224,16.559332
18264,-21.514618,311.11243
18265,523.1626,655.1814
18266,173.92532,338.9573
18267,108.40936,347.52875
18268,-320.49408,7.9930325
18269,-354.56174,18.40189
18270,-356.09186,7.592111
18271,-97.457726,20.248957
18272,-129.95404,23.12662
18273,465.4964,592.3563
18274,-163.29245,19.07319
18275,-178.74477,18.106966
18276,-173.99586,6.3416834
18277,-97.75339,16.213617
18278,305.22607,327.89566
18279,-208.1806,7.6320343
18280,-161.66417,19.97884
18281,-67.39798,25.61575
18282,147.53821,322.7198
18283,-93.84627,29.882927
18284,-182.06473,7.96377
18285,214.92706,317.44205
18286,-71.39143,13.96026
18287,346.60532,324.698
18288,-69.78062,15.104284
18289,539.1983,635.37164
18290,252.34383,326.58258
18291,-237.60556,20.504864
18292,-304.87512,19.447071
18293,148.39572,320.382
18294,395.28336,636.62177
18295,116.09877,316.8464
18296,39.248436,49.86766
18297,34.50737,309.4042
18298,-15.425354,317.71002
18299,-207.95279,41.308167
18300,124.14493,323.70572
18301,152.05185,310.8362
18302,-182.42494,18.676775
18303,-335.80142,15.303812
18304,187.01904,331.34854
18305,860.45764,660.87695
18306,-486.14822,6.865407
18307,86.654785,335.1508
18308,-366.67917,18.461731
18309,-302.3944,32.898125
18310,12.6618805,322.3347
18311,-396.77686,11.623774
18312,-266.65912,25.236837
18313,-270.0409,11.478831
18314,-227.02106,15.524168
18315,339.9244,329.21106
18316,579.13,346.28635
18317,143.88687,20.275303
18318,504.14697,327.90878
18319,-66.50889,5.4988756
18320,213.0106,323.69293
18321,-246.74367,18.76723
18322,-255.84174,19.267097
18323,296.56805,320.33426
18324,239.88062,350.26846
18325,69.2587,307.73776
18326,746.7049,935.2179
18327,-313.8947,17.249945
18328,-379.1693,30.578442
18329,-435.77963,29.11496
18330,-459.23914,20.624826
18331,124.96596,327.10764
18332,-322.2188,18.135555
18333,-329.68454,7.727356
18334,-96.621445,17.364515
18335,590.3839,622.7811
18336,-69.148544,27.297733
18337,291.70557,310.11105
18338,-211.80696,5.374606
18339,206.76204,305.6046
18340,-190.32494,10.286658
18341,-156.85316,6.658763
18342,565.35474,656.1489
18343,-230.73181,9.250221
18344,59.61701,37.91873
18345,-189.11975,10.229572
18346,-200.56674,5.199603
18347,26.244946,47.298363
18348,323.62537,344.0917
18349,-49.809834,20.871042
18350,177.87912,303.6433
18351,238.39513,336.55417
18352,124.50252,317.6564
18353,214.49811,313.36838
18354,-282.22498,17.965609
18355,-224.76823,26.318623
18356,12.6479645,313.94507
18357,-504.73474,7.4771066
18358,146.56444,350.48337
18359,404.5297,341.69504
18360,-386.97134,5.9676332
18361,-248.14256,4.99427
18362,-132.34175,19.327297
18363,358.25427,343.5447
18364,164.87625,323.3907
18365,-176.77448,17.523985
18366,-188.53506,17.334122
18367,185.47629,311.2878
