cur_n,cur_mean,cur_std,cur_S,next_n,next_mean,next_std,next_S
2351000.0,-0.01766233500415123,0.06542142950790207,10062.194044753747,2351000.0,-0.017614048738024045,0.06170652672262385,8951.891979839414
2351000.0,-0.018654795355661388,0.08151956132159859,15623.426802332864,2351000.0,-0.018606447942816046,0.07511927280550248,13266.470000191466
2351000.0,-0.02487041509778047,0.10673684175970014,26784.36321715171,2351000.0,-0.024833122539501255,0.10038686003833687,23692.253442306454
2351000.0,0.0323605623566592,0.15088987091428105,53526.98764278627,2351000.0,0.03256524429899384,0.14163752268181196,47163.85259171732
2351000.0,0.03195873699150685,0.15776731766177335,58517.627853670805,2351000.0,0.03221355649297665,0.14359057440017195,48473.51293599916
2351000.0,0.04906287394049148,0.22549202286257358,119540.47973281487,2351000.0,0.049392605074134885,0.2095733299207542,103258.2254236863
